epoch,train_loss,train_recon_loss,train_mse_loss,train_kld_loss,train_chron_adv_enc_loss,train_time_bin_adv_enc_loss,train_chron_disc_loss,train_time_bin_disc_loss,val_loss,val_recon_loss,val_mse_loss,val_kld_loss,beta,lr,is_best
14,0.9471019789382974,0.7433227682906344,3.543922893023759,0.5039687399922924,0.0,0.0,0.0,0.0,1.3773514256344188,1.1838413647635544,5.688643272083298,0.47840903353786013,0.4,0.0008438508174347009,True
15,0.8847445552755496,0.6759220335785241,3.208942446771269,0.5176325920154339,0.0,0.0,0.0,0.0,1.2598081257226232,1.0554572706448409,5.039025487115055,0.5066485728059537,0.4,0.0008205248749256015,True
16,0.7965430200721675,0.5804901694853605,2.7408501074259246,0.5363265459464516,0.0,0.0,0.0,0.0,1.1666858694452202,0.9611882372681149,4.572700032131722,0.5095266632715834,0.4,0.0007959536998847743,True
17,0.718365436033287,0.5001067182824365,2.3484755113672042,0.5416494655454893,0.0,0.0,0.0,0.0,1.0781371420156087,0.8742462332574139,4.148420927983093,0.5053501443083502,0.4,0.0007702342635146033,True
18,0.6515825075793046,0.43416843364065294,2.0292067234224143,0.5393153257688837,0.0,0.0,0.0,0.0,1.0309559421652241,0.8271313960299719,3.9194564692917666,0.5061707048136663,0.4,0.000743468068680349,True
19,0.6183727154477976,0.40020408981069033,1.8675372775068435,0.5409550170956094,0.0,0.0,0.0,0.0,0.9982940192157039,0.795655259389755,3.7684615222752726,0.5024803447896985,0.4,0.000715760749324711,True
20,0.5925476117154489,0.37618209730265945,1.755225729797419,0.5367308992155126,0.0,0.0,0.0,0.0,0.9750427975141617,0.7740610577581848,3.6658020815341033,0.49886138498727006,0.4,0.0006872216535789157,True
21,0.5734019814758806,0.35652390493902303,1.6628390493999632,0.5380904010202554,0.0,0.0,0.0,0.0,0.9531583735202422,0.7510917103346323,3.5479014206738695,0.5017438792347938,0.4,0.000657963412215599,True
22,0.5422041342557834,0.32512223359217585,1.5086935592179838,0.5386729773430186,0.0,0.0,0.0,0.0,0.9235237112058323,0.7220320698363227,3.4089732779509987,0.4996993532096022,0.4,0.000628101494146603,True
23,0.523139567193197,0.3058371210088906,1.4184025319464753,0.539161302096748,0.0,0.0,0.0,0.0,0.9026833396732531,0.7047085769685107,3.326317931661958,0.4913511232089445,0.4,0.0005977537507199338,True
24,0.5071353479794707,0.29037235795728084,1.3465528212429723,0.5381206817799369,0.0,0.0,0.0,0.0,0.8855219778870654,0.6830757555758193,3.223108234665631,0.5028259763655529,0.4,0.0005670399506143307,True
25,0.4940934690135111,0.27760877945975465,1.2871002662319315,0.5375260699208145,0.0,0.0,0.0,0.0,0.8803552077918922,0.6799920644984495,3.2088585633351423,0.49778745225653326,0.4,0.0005360813071670102,True
26,0.48385551269919036,0.26704599927576816,1.2378367077965617,0.5383338373226708,0.0,0.0,0.0,0.0,0.8748472465947075,0.6733914833810427,3.178241351238442,0.5000297025577708,0.4,0.000505,True
27,0.4748675001147335,0.25786515995793446,1.1949636086222726,0.5385015557259125,0.0,0.0,0.0,0.0,0.8649275926549493,0.6653246984742993,3.139838734149701,0.4955988570327634,0.4,0.0004739186928329899,True
28,0.4664835474221363,0.24972820027660134,1.1569159146211105,0.5380627733147644,0.0,0.0,0.0,0.0,0.8579129235392474,0.6559468830167157,3.095341130928025,0.5011758209774689,0.4,0.0004429600493856695,True
29,0.4591475551491265,0.24231394946802423,1.1221399439071853,0.5380623124750175,0.0,0.0,0.0,0.0,0.8451993171780385,0.6456699222048286,3.045345536179586,0.49564576488023865,0.4,0.0004122462492800663,True
30,0.45080252756217626,0.23457219789814854,1.085808424538219,0.5368649768033149,0.0,0.0,0.0,0.0,0.8399013135742319,0.6401537684961444,3.0192398416929973,0.49608587223318973,0.4,0.00038189850585339686,True
