bal_acc,macro_f1,benign_precision,attack_precision,benign_recall,attack_recall,benign_f1,attack_f1,benign_specificity,attack_rate,tn,fp,fn,tp,score_mean,score_p95,threshold,mode,rows,unseen_recall,experiment,variant,feature_set,train_file,final_ood_file,n_features
0.9875672928576968,0.9821893016291976,0.955049665367672,0.9999045953725775,0.9998226227990676,0.9753119629163262,0.9769234206360919,0.9874551826223034,0.9998226227990676,0.6397632932941048,360749,64,16979,670763,0.7475367188453674,0.9955505728721619,0.6940156402975968,final_ood,1048555,0.9753119629163262,full__compressed_plus_losses,full,compressed + losses,df_train_full.csv,df_test_full.csv,8
0.6110273051016409,0.468833000379279,0.4027661498275342,0.9999803568505484,0.9999916854437063,0.22206292475957554,0.5742442364299168,0.3634217643286411,0.9999916854437063,0.14565282698570892,360810,3,535020,152722,0.4119360148906708,0.9926161766052246,0.976144578313253,final_ood,1048555,0.22206292475957554,full__compressed_only,full,compressed only,df_train_full.csv,df_test_full.csv,5
0.4999542699403846,0.25599307474801947,0.3440843396705076,0.0,0.9999085398807692,0.0,0.5119861494960389,0.0,0.9999085398807692,3.1471882733857545e-05,360780,33,687742,0,0.3650538921356201,0.3757961392402649,0.6908433734939758,final_ood,1048555,0.0,full__full_dataset,full,full dataset,df_train_full.csv,df_test_full.csv,8
0.41898019195538966,0.22381120170078955,0.30537355732666455,0.0,0.8379603839107793,0.0,0.4476224034015791,0.0,0.8379603839107793,0.0557586392702338,302347,58466,687742,0,0.4655565917491913,0.7241967916488647,0.72354672417985,final_ood,1048555,0.0,no_time_adv__compressed_plus_losses,no_time_adv,compressed + losses,df_train_no_time_adv.csv,df_test_no_time_adv.csv,8
0.499990299684324,0.2560068002449337,0.3441006038827026,0.0,0.999980599368648,0.0,0.5120136004898674,0.0,0.999980599368648,6.67585391324251e-06,360806,7,687742,0,0.34608784317970276,0.3597496747970581,0.6831325301204819,final_ood,1048555,0.0,no_student__compressed_plus_losses,no_student,compressed + losses,df_train_no_student.csv,df_test_no_student.csv,8
