epoch,train_loss,train_recon_loss,train_mse_loss,train_kld_loss,train_chron_adv_enc_loss,train_time_bin_adv_enc_loss,train_chron_disc_loss,train_time_bin_disc_loss,val_loss,val_recon_loss,val_mse_loss,val_kld_loss,beta,lr,is_best
12,1.1481347297795064,0.5884078311524291,0.5884078311524291,1.3989847482529394,1.2903662261777111,2.637215259245234,1.090966805268935,1.8795715338134442,2.135746691030629,1.5309202274567035,1.5309202274567035,1.511567819067884,0.4,0.0008864040551740157,False
13,1.0709834744049969,0.5078863681268992,0.5078863681268992,1.4074751396049836,1.1815154504205514,2.5428834883825098,1.2162213227206642,1.7651864401146096,2.227604091581796,1.705085200559397,1.705085200559397,1.3061634965543394,0.4,0.0008658394705735987,False
14,0.9824505594771591,0.4344004328836454,0.4344004328836454,1.369722358551106,1.0383586752897254,2.6463204586801536,1.2023338085626474,1.6258575294692343,2.3730782189506607,1.8136240300840971,1.8136240300840971,1.3983981372482148,0.4,0.0008438508174347009,False
15,0.9567289796975572,0.37899391065040106,0.37899391065040106,1.4439990590045348,1.1788003022789773,2.5943125498982544,1.1655241398541312,1.7167899837139062,2.3289257157718066,1.7040320160356572,1.7040320160356572,1.562211308411493,0.4,0.0008205248749256015,False
16,0.9229669572501087,0.340023511175687,0.340023511175687,1.4571486356701637,1.1128490153230148,2.5753363500322286,1.1935421117021787,1.813318992573953,2.3536325144635915,1.691098233118289,1.691098233118289,1.655876444748746,0.4,0.0007959536998847743,False
17,0.9070119688826999,0.3128412307375581,0.3128412307375581,1.485159469841988,1.1427474497280807,2.580436638637383,1.1858775573945175,1.7303512371922865,2.051195448984625,1.422112542145617,1.422112542145617,1.5721087099272157,0.4,0.0007702342635146033,True
18,0.9408899623919317,0.2915708529411753,0.2915708529411753,1.6229777214820398,1.1184752304656307,2.663806144080528,1.1877851583336805,1.7290251998719015,2.788228141073613,2.2103339256321592,2.2103339256321592,1.4441823838177625,0.4,0.000743468068680349,False
19,0.7909788482171144,0.27983517431973126,0.27983517431973126,1.2771471651558406,1.1429148468907973,2.611236357277867,1.1637273307689895,1.7806003642369421,1.8291731111509186,1.3821124189116838,1.3821124189116838,1.1174072474138461,0.4,0.000715760749324711,True
20,0.7212490146598106,0.25558541479454755,0.25558541479454755,1.163240507240701,1.2312247616658312,2.6542164642988406,1.1229981093120482,1.7713589808939985,2.0392899625129806,1.5905486845309114,1.5905486845309114,1.1209088708727946,0.4,0.0006872216535789157,False
21,0.7990423453754373,0.25892929496668105,0.25892929496668105,1.349474413549301,1.2630073122504548,2.6853587918299264,1.1284448402589708,1.8205818204153712,2.0238105666823323,1.4109035810730355,1.4109035810730355,1.5320321720483328,0.4,0.000657963412215599,False
22,0.762302466247112,0.25202451687405986,0.25202451687405986,1.2751591819793433,1.107165173803835,2.6382879200371683,1.172458130253512,1.6897472634283501,2.0754856652906333,1.604072297797709,1.604072297797709,1.1783883965928292,0.4,0.000628101494146603,False
23,0.7451101668784605,0.2408934492485985,0.2408934492485985,1.259942546211606,1.0696523086499201,2.632952642440826,1.1837799655434336,1.7193420687930154,1.8706672130855626,1.3513845353161111,1.3513845353161111,1.2976919826781157,0.4,0.0005977537507199338,False
24,0.8000944066415135,0.23036175259002845,0.23036175259002845,1.4241024303308845,1.1513651382396197,2.83356524229112,1.159983753335114,1.5168433109892892,1.9394279940699053,1.3116579557403032,1.3116579557403032,1.5693316790999239,0.4,0.0005670399506143307,False
25,0.8662958430996673,0.23515674806204293,0.23515674806204293,1.5773490508954833,1.1638584792106212,3.055990730515725,1.1490531464317715,1.4760087021653534,1.8443499087799855,1.3459448954850628,1.3459448954850628,1.2449374842312264,0.4,0.0005360813071670102,False
26,0.8651096155518135,0.22828938442719207,0.22828938442719207,1.5915175486014415,1.218998288898599,3.1080477767858983,1.1136270249526334,1.408373348111187,1.8766924751387823,1.2936174706886754,1.2936174706886754,1.457118682136564,0.4,0.000505,False
27,0.8939672680794513,0.2259456328256657,0.2259456328256657,1.6695060017024468,1.2331983459287044,3.089201028321583,1.1071380247645415,1.5077836857148406,2.027114090338602,1.3069949307205275,1.3069949307205275,1.7996912776169365,0.4,0.0004739186928329899,False
28,0.8829972081406555,0.21629135630249502,0.21629135630249502,1.6661699148563274,1.2926691976142535,2.993563362270801,1.096488208163704,1.6576694839471349,2.025074418597812,1.3276283756968592,1.3276283756968592,1.7433352999951064,0.4,0.0004429600493856695,False
29,0.8474981833458737,0.20763210043375574,0.20763210043375574,1.5989603767984462,1.340355942725837,2.8607024354510724,1.0769560561582725,1.9008841447723905,1.9010654178688884,1.3236198039173876,1.3236198039173876,1.4433418497257398,0.4,0.0004122462492800663,False
30,0.8103823858836768,0.2011921310219585,0.2011921310219585,1.5223934457005228,1.2996601102921634,2.6668763753040174,1.102843028221585,1.840855895365953,1.841088972477524,1.262157015810858,1.262157015810858,1.4470767637369601,0.4,0.00038189850585339686,False
